dataset,level,instance,seed_index,algorithm_seed,k,free_count,preprocess_fe,search_fe,total_fe,bks_cost,cost,gap_to_bks,improvement_over_repair,unique_route_ratio,route_change_rate,improvement_count,last_improvement_fe,is_feasible
addition_instances,M1,10,4,22204,4,5,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.370707070707071,0.891779396462019,0,0,1
addition_instances,M1,10,4,22204,6,7,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.531313131313131,0.936524453694069,0,0,1
addition_instances,M1,10,4,22204,8,9,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.686868686868687,0.957336108220604,0,0,1
addition_instances,M1,10,4,22204,12,13,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.831313131313131,0.957336108220604,0,0,1
addition_instances,M1,10,4,22204,Inf,18,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.901010101010101,0.957336108220604,0,0,1
addition_instances,M1,10,5,22205,0,1,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.0151515151515152,0.533818938605619,0,0,1
addition_instances,M1,10,5,22205,2,3,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.142424242424242,0.840790842872008,0,0,1
addition_instances,M1,10,5,22205,4,5,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.297979797979798,0.857440166493236,0,0,1
addition_instances,M1,10,5,22205,6,7,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.524242424242424,0.916753381893861,0,0,1
addition_instances,M1,10,5,22205,8,9,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.719191919191919,0.957336108220604,0,0,1
addition_instances,M1,10,5,22205,12,13,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.787878787878788,0.957336108220604,0,0,1
addition_instances,M1,10,5,22205,Inf,18,20,991,1011,3442.96743994192,3490.38557065644,0.0137724598160347,0,0.91010101010101,0.95837669094693,0,0,1
addition_stress_instances,Near,2,1,22301,0,2,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.0909090909090909,0.815816857440167,2,33,1
addition_stress_instances,Near,2,1,22301,2,4,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.356565656565657,0.956295525494277,2,65,1
addition_stress_instances,Near,2,1,22301,4,6,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.571717171717172,0.963579604578564,1,128,1
addition_stress_instances,Near,2,1,22301,6,8,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.616161616161616,0.963579604578564,1,213,1
addition_stress_instances,Near,2,1,22301,8,10,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.783838383838384,0.970863683662851,3,572,1
addition_stress_instances,Near,2,1,22301,12,14,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.955555555555556,0.981269510926119,3,643,1
addition_stress_instances,Near,2,1,22301,Inf,19,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.961616161616162,0.972944849115505,1,733,1
addition_stress_instances,Near,2,2,22302,0,2,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.097979797979798,0.905306971904266,3,51,1
addition_stress_instances,Near,2,2,22302,2,4,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.297979797979798,0.921956295525494,3,149,1
addition_stress_instances,Near,2,2,22302,4,6,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.674747474747475,0.989594172736733,2,347,1
addition_stress_instances,Near,2,2,22302,6,8,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.66969696969697,0.967741935483871,2,272,1
addition_stress_instances,Near,2,2,22302,8,10,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.841414141414141,0.978147762747138,1,307,1
addition_stress_instances,Near,2,2,22302,12,14,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.924242424242424,0.981269510926119,3,602,1
addition_stress_instances,Near,2,2,22302,Inf,19,39,991,1030,4092.1691718509,4551.47092825877,0.112239190785977,0.0411490302391011,0.974747474747475,0.984391259105099,2,662,1
addition_stress_instances,Near,2,3,22303,0,2,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.104040404040404,0.872008324661811,4,73,1
addition_stress_instances,Near,2,3,22303,2,4,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.373737373737374,0.968782518210198,1,128,1
addition_stress_instances,Near,2,3,22303,4,6,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.611111111111111,0.968782518210198,2,150,1
addition_stress_instances,Near,2,3,22303,6,8,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.575757575757576,0.980228928199792,3,309,1
addition_stress_instances,Near,2,3,22303,8,10,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.726262626262626,0.987513007284079,2,332,1
addition_stress_instances,Near,2,3,22303,12,14,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.937373737373737,0.983350676378772,1,384,1
addition_stress_instances,Near,2,3,22303,Inf,19,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.970707070707071,0.984391259105099,2,482,1
addition_stress_instances,Near,2,4,22304,0,2,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.1,0.837669094693028,2,68,1
addition_stress_instances,Near,2,4,22304,2,4,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.337373737373737,0.956295525494277,2,122,1
addition_stress_instances,Near,2,4,22304,4,6,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.663636363636364,0.973985431841831,2,316,1
addition_stress_instances,Near,2,4,22304,6,8,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.678787878787879,0.976066597294485,3,503,1
addition_stress_instances,Near,2,4,22304,8,10,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.854545454545454,0.976066597294485,2,599,1
addition_stress_instances,Near,2,4,22304,12,14,39,991,1030,4092.1691718509,4490.99049497784,0.0974596372677713,0.0538903446442791,0.978787878787879,0.985431841831426,2,915,1
addition_stress_instances,Near,2,4,22304,Inf,19,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.978787878787879,0.979188345473465,3,864,1
addition_stress_instances,Near,2,5,22305,0,2,39,991,1030,4092.1691718509,4443.97965136658,0.0859716362499623,0.0637940425249087,0.106060606060606,0.886576482830385,1,54,1
